title,link,type,text
Health Center No. 1 nominated for historic designation while development awaits,https://philly.curbed.com/2017/8/9/16118626/health-center-no-1-historic-register-nomination,article,"Health Center No. 1, a midcentury modern building that dates back to 1959 and is awaiting future development, has just been nominated for historic designation. NakedPhilly noticed the nomination form for Health Center No. 1 go up on the Philadelphia Historical Commission’s website this week. The Preservation Alliance for Greater Philadelphia sent in the nomination on July 18, 2017. That’s a day after an RFP was issued by the Philadelphia Industrial Development Corporation (PIDC) for the 55,880-square-foot building at the corner of Broad and Lombard streets. Of the building, the PIDC wrote, “The City is willing to consider proposals that incorporate or relocate the existing City uses.”The health center was designed by Montgomery & Bishop in 1959 as one of 10 neighborhood health centers built in the city after World War II. The curvy building has long been a standout on the corner of Broad and Lombard, thanks to its teal-tiled facade—the bright colors were meant to lift the spirits of patients.The nomination argues that the building should be added to the Philadelphia Register of Historic Places because it is a work of art along the Avenue of the Arts and a neighborhood landmark and the building is a tell-tale example of the midcentury modern architecture. The nomination will first be considered by the Committee on Historic Designation, which will assess whether or not the building should be recommended for approval by the Historical Commission. Meanwhile, the development proposals are due to the PIDC by September 22.  "
Heres your Philly megadevelopment cheat sheet,https://philly.curbed.com/2017/8/9/16059724/philadelphia-megadevelopment-megaproject-list-information,article,"There’s a lot of talk about Philly’s growing skyline these days. Numerous cranes already dot the sky, and countless corners of the city have been transformed into construction sites. But as research shows, Philly’s skyline still has a long way to go compared to other major U.S. cities, like Chicago and New York. And developers are definitely noticing: There is approximately 2.1 million square feet of new construction underway that’s set to change Philly’s skyline. There are numerous projects in the works that are valued at $1 billion or more each. Many of what we’d call megaprojects will take years to complete, but some of them are set to debut as early as 2018. Here’s a look at some of the transformative developments that cost at least $1 billion.  These big-time projects will not only reshape the areas they’re being built in, but will also make a noticeable impact on the city’s skyline.On the rise since breaking ground in 2014, the Liberty Property Trust-developed Comcast Technology Center is set to be the shot in the arm for Philadelphia. Standing at 1,121 feet, the Foster+Partners designed tower will not only be Philly’s first supertall building, but also the tallest tower in the state of Pennsylvania and outside of New York City and Chicago. (Its sister tower, the 973-foot-tall Comcast Center that was built in 2008, will be dethroned and become the second tallest in the city.) The 60-story Comcast Technology Center is so close to topping off—nearly 150 feet of structure left to go—and is expected to open in 2018. When it does, it will be the home of Comcast’s tech gurus, as well as the company’s own CEO, who bought the only three condos available in the building on the 45th floor. Meanwhile, the upper levels of the tower will feature a Four Seasons Hotel, which will be the most highly situated hotel in the entire country. It’s a return for Four Seasons to Philadelphia; the hotel was originally located on Logan Square, and has since been replaced by the Logan Hotel. The city of Philadelphia and really the entire region is expecting a lot when Comcast Technology Center opens. It’s expected to bring in 4,000 new jobs, and on top of being the world-class, innovative headquarters for Comcast employees, it will also be a tourist attraction for the city, with multiple areas open to the public. The City of Philadelphia and a host of developers, designers, and transportation heads have embarked on an ambitious 35-year plan to create 18 million square feet of new development—including a new neighborhood and 40 acres of green space—all within University City. Amtrak and its long list of consultants have hosted numerous public open houses over the years, gathering community input and feedback on its plans for the 30th Street Station District. In 2016, it released the final master plan, based on months and months of feedback. Adjacent to the proposed Schuylkill Yards (more on that below), the 30th Street Station District has an incredibly long list of projects it plans to undertake, everything from improving traffic and pedestrian safety around 30th Street Station to building more public space around it to creating an entire neighborhood over the rail yards. Most recently, Amtrak hosted its last open house regarding the proposed Station Plaza around 30th Street Station and expects to issue bids for contractors later this year. Here’s the full 35-year timeline to help wrap your around the massive undertaking. The elaborate press conference alone announcing Schuylkill Yards in March 2016 was just the beginning of what’s in store for the Drexel University-Brandywine Realty Trust venture. The $3.5 billion development is set to transform 14 acres in University City into a leading innovation hub of the region, with eight high-rises, totaling 6.9 million square feet.First up: The groundbreaking of the 1.3-acre elliptical park called One Drexel Plaza. The public space is being built first as a sign of goodwill to the community. Brandywine Realty Trust is also announced its $5 million Neighborhood Engagement Initiative, which will address and fund five specific areas that neighbors of the future project have highlighted in past community meetings, from job growth to affordable housing to educational support. Drexel and Brandywine say that the entirety of Schuylkill Yards to expected to take 20 years, so this is a project Philly will be watching for a long, long time. Rounding out the billion-dollar (and higher) megadevelopment projects is uCity Square, which, as the name suggests, is also located in University City. With the January 2017groundbreaking of its first tower, 3675 Market, uCity Square is also positioning itself as becoming an innovation-driven district, similar to Schuylkill Yards. In total, it’s a 6,000,000-square-foot project. uCity Square has 2.5 million square feet of existing property, with another 350,000 square feet under construction. Yet another 3.65 million square feet is still in the pre-development stages. Within that 6 million-square-foot district will be two public spaces and the build-out of new roads that will better connect the development with the surrounding neighborhoods, such as Powelton Village. But given that the completion of uCity Square is way down the road, it has allowed University City District to build a temporary meadow on its construction site. The project is being developed by the University City Science Center and Wexford Science + Technology, which specializes in working with institutions to develop what it calls “Knowledge Communities.” This major multi-phase project has been in the works for some time by developer K4 LLC and architect Barton Partners. It covers 17 acres—almost all of the land between Washington Avenue and Reed Street—and will bring 10 residential high-rises totaling 2,000 units, 100 townhouses, and one 22-story hotel to the expansive site on the Delaware River near Pennsport.But the project has hit numerous speed bumps along the way. Most recently, a bill that would have allowed taller buildings to be constructed on the Delaware River waterfront has been delayed, with the developer planning to work with the neighborhood residents over the summer on the zoning bill and project’s future. Meanwhile, the project has applied for $44 million total in RACP state grants for the project. It remains to be seen if the state will grant its big ask. The University of Pennsylvania Hospital’s $1.5 billion project Penn Medicine Pavilion is the largest capital project in Penn’s history. It’s also arguably one of the most ambitious and interesting healthcare projects in the city right now. The Foster+Partners-designed, 1.5-million-square-foot building will stand 16 stories tall on the site of the former Penn Tower and be home to 500 new patient rooms and 47 operating rooms. Its summer concrete pour was the largest in the history of Philadelphia. Philadelphia’s historic Navy Yard has been booming with new development for years now, with more than $1 billion in both public and private investment. It all started when Urban Outfitters bought a property here for $1 and turned it into their massive headquarters. Today, the Navy Yard is home to 1,200 acres, housing some 150 companies and is drawing big-name designers like Bjarke Ingels and Field Operations to its projects. And it’s not over yet. The Navy Yard, largely developed by Liberty Property Trust, has long-term plans for more mixed-use developments that could mean that one day people will actually be able to live on campus. It has applied for a $5 million state grant for a mixed-use rehabilitation project that includes 36,000-square-feet of retail and commercial space and residential units. Philly’s development boom isn’t just about megaprojects that are shelling out billions of dollars. There are other smaller, but still significant developments in the works that will transform neighborhoods and the city itself. Some, like the major mixed-use project East Market, are already well underway, while others, like the Penn’s Landing capping, are still in the very beginning stages. The following projects represent developments that are worth $200 million or more. East Market, a 4-acre mixed-use development that will span an entire block between Market and Chestnut streets, is very much still under construction since its 2014 groundbreaking. But when all is said and done, the multi-phase project led by National Real Estate Development will bring 562 residential units between two towers and major retailers like Wawa, City Fitness, Iron Hill Brewery, Mom’s Organic Market, and the Design Center to the Market East corridor. Across the street from the East Market development will be the future Fashion Outlets of Philadelphia, setting up shop in the former Gallery Mall. Already well under construction, Shoemaker and Skanska have been renovating about 1,400,000 square feet of both interior and exterior space, making it the largest retail repositioning project in the region. When construction finishes in August 2018, the PREIT-developed project will span three city blocks.When construction on the I-95 highway began in 1959, its intention was to serve as a connector between the suburbs and downtown Philadelphia and link the city’s riverfront on the Delaware with the airport. While it serves as a major mode of transportation, it has also cut off the riverfront from the rest of the city. The city plans to change the damage of I-95 by capping four acres of it and building an eight-acre park at Penn’s Landing. Also in store: 1,500 new housing units, 500 hotel rooms, and more than 100,000-square-feet of retail, restaurants, and entertainment. Total funding has been committed for the project, which is expected to finish construction in 2021.It’s been four years since developer Carl Dranoff announced his plans to build the 45-story SLS Philadelphia hotel and condo building right on Broad Street. While the wrecking ball has since razed the former Philadelphia International Records building, the site remains vacant as the project awaits the $19 million it applied for through the state’s RACP program. The project calls for 90 condominium residences, 152 hotel rooms, and 4,600 square feet of ground floor retail space. When completed, the tower will be the tallest ground-up residential building in Pennsylvania.If and when that money comes through, Dranoff, who most recently debuted the luxury condo high-rise One Riverside on the Schuylkill, will have sufficient funding to begin work on the project. Developer Chestlen Development is bringing two hotels to the corner site at 15th and Chestnut: A 295-room W Philadelphia and a 460-room Element Philadelphia Hotel. Clocking in a 51 stories, the tower broke ground in 2015 and at the time had one of the largest concrete pours in Philly’s history. It’s expected to open in spring 2018 and totals 770,607 square feet.One of the last remaining undeveloped lots on the Schuykill is expected to become home to two glassy, skinny towers designed by Gensler and developed by PMC Property Group. Dubbed River Walk, the proposal calls for two residential towers: A 32- and 28-story, totaling 600 total units. Most recently, the project cleared its latest hurdle: Extending a zoning permit that allows the developer to build the project by-right. The development is expected to break ground this year, though it is not clear if it will be a multi-phase project. Along with River Walk, PMC Property and Gensler are also make up the developer-design team behind Aramark’s big move to 2400 Market Street. Aramark’s announcement that it was staying put in September 2016 made big waves after rumors swirled that the big-time food service company was planning to move its headquarters out of Philadelphia. With construction well underway, the plan calls to transform the existing structure into a a modern, 600,000-square-foot, nine-story building. Aramark, the anchor tenant, will occupy the top five floors and 300,000 square feet of space. In keeping with the company’s green goals, the plan calls for 8,000 square feet of outdoor terraces that will look over the Schuylkill River. After years of tweaks and community meetings, one of the last-remaining vacant lots in Rittenhouse Square is going to be developed and transformed into 1911 Walnut. Developed by Southern Land Company and designed by Solomon Cordwell Buenz Architecture, 1911 Walnut will be 47 stories tall with no more than 335 units, some of which will include mixed-income housing. Construction work is underway at the site, with the demolition of the Oliver H. Bair Funeral Home garage.Although the total project cost has not been divulged, Bart Blatstein’s massive mixed-use project planned for South Broad and Washington Avenue will undoubtedly bring big changes to the corridor whenever it breaks ground. Long a vacant eyesore, the 195,000-square-foot site was recently acquired by the developer for $20 million. He plans to build a 34-story tower with some 1,000 residential units, office space, and 160,000-square-feet of retail in what Blatstein has referred to as a “shopping village.” This project hasn’t come without its hurdles: Blatstein only recently bought the site, months after he had begun the design and zoning processes with the city. And neighbors have expressed concern about the scope and size of the project compared to the rest of the neighborhood. Blatstein, who has said, “I believe in this project 100 percent,” has not revealed a groundbreaking date yet. "
Historic Dilworth House on Washington Square still seeks development,https://philly.curbed.com/2017/8/8/16107242/dilworth-house-philadelphia-development-for-sale,article,"The owner of the historic Dilworth House on Washington Square has been trying to market the property for potential development, but to no avail. Owner and developer John Turchi Jr. “quietly” but “actively looking to see if there was a developer who would be willing to acquire the site and build it,” Turchi’s lawyer Philip S. Rosenzweig recently told the Philadelphia Inquirer. “Mr. Turchi is committed to the project. He has no intention of relinquishing.”The Dilworth House has stood at 225 S. Sixth Street since 1957. It was built for then-Mayor Richardson Dilworth, who moved into the home as a sign of his commitment to improve the neighborhood. But in recent years, the house and its location in a rapidly developing and pricey neighborhood has become a hot-button issue among neighbors and developers alike. When Turchi bought the house in 2001 for $1.75 million, he originally planned to tear it down and build a 16-story, Robert Venturi-designed condo in its place. A battle between preservationists and the developer brewed for years, until 2015 when Turchi was given the green light to partially tear down the building while maintaining the facade. But the site isn’t easy to build on—it requires six zoning overlays—, so many potential buyers have walked away from purchasing it, the Inquirer report noted. Meanwhile, the historic house has fallen into disrepair, and will continue to deterioriate until it finds a willing developer to do something with it. "
8th and Market site to remain a parking lotfor now,https://philly.curbed.com/2017/8/7/16099336/8th-and-market-philadelphia-future-development,article,"Despite the sheer amount of development and construction underway just down the street, the large parking lot at 8th and Market will remain that way—for now. Philadelphia Business Journal reports that the parking lot’s owner Goldenberg Group hopes to develop the site into something more, but not for another three years. On July 25, the Zoning Board of Adjustment (ZBA) granted the developer’s request to receive a three-year extension on its parking lot permit, which allows for 292 parking spaces. The variance is needed because the site is zoned CMX-5, which allows for the highest and most dense development. The extension is set to expire on January 21, 2021. That’s when Goldenberg Group hopes a development deal will come up to turn the site into something more, with the idea that it’s one of the last remaining development sites on the Market East corridor. Goldenberg said: ""We believe the right project has to combine a fabulous retail and entertainment hub that activates the street frontage for pedestrians, with significant tower components that add vitality to the corridor and neighborhood.""By that point, both the two towers at the $600 million mixed-use development East Market and the renovation of the Gallery into the Fashion Outlets of Philadelphia across the street will have opened. "
59-home mixed-use development approved for Olde Kensington,https://philly.curbed.com/2017/8/3/16089142/cecil-b-moore-avenue-mixed-use-development-kensington,article,"A 147,742-square-foot mixed-use development is coming to the corner of North 5th Street and Cecil B. Moore Avenue in Olde Kensington.Developer RiverWards Group received the green light from both the Civic Design Review committee and the zoning board this week to build 59 residential units with roof decks and commercial space at the site. The full project calls for: The site is zoned Industrial Residential Mixed-Use (IRMX). Although the project is heavy on the residential component, two mixed-use buildings facing N. 5th Street and Cecil B. Moore Avenue will feature commercial space on the ground level and live-work spaces above. The site, however, is prone to flooding. At the Civic Design Review meeting on Tuesday, KJO Architecture and the developer said that stormwater management will be incorporated into the design. As for parking, the project is designed for just two curb cuts in the entire development. A two-way driveway that cuts through the center of the project will prevent any parking along the public street fronts. With the ZBA approval on Wednesday, developer Mo Rushdy tells Curbed Philly that the groundbreaking will be in late December, with the first set of homes to deliver in fall 2018. Editor’s note: A previous version of this article stated that the development would include 51 units. We regret the error. "
New affordable housing to replace old Norris homes near Temple,https://philly.curbed.com/2017/8/2/16075992/affordable-housing-philadelphia-design-review-recap,article,"Commending the project for its forward-thinking design, the Civic Design Review committee voted to green light phase three of the Philadelphia Housing Authority’s North Central affordable housing project at 2000-2058 N. 11th Street. The 87,789-square-foot development calls to replace a series of 1950s Norris Homes with 50 rental units, a mix of two-, three-, four-, and five-bedroom townhouses and one-bedroom apartments. These units were designed by KSK Architects, Planners, Historians to both blend in with the North Philly fabric of low-rises, as well as resemble market-rate townhouses being built throughout Philadelphia, said architect John R. Gibbons of KSK Architects.“It’s not meant to look like public housing,” Gibbons said. The design committee praised the project for using high-end materials, including brick, stone, and metal on the street-facing facades. They also appreciated that the project will strive for LEED Silver certification.But this attention to detail on the front exterior of the homes meant that most of the committee’s critiques were directed to the backs of the properties, which will be covered in vinyl. This area will feature small patches of communal spaces, 24 parking spaces, and individual storage sheds for each townhouse. There will also be a community building and 20 bicycle parking spaces on site. Gibbons said that the design team would love to use another type of material other than vinyl, but options are limited due to budgetary constraints. Committee member and landscape architect Tavis Dockwiller said, “When I see a space like this, I see opportunity.” She suggested creating a play space for kids, as well as more trees and design for the south-facing open space. The Civic Design Review committee is an advisory board, so all of their notes are considered recommendations. The board unanimously voted to conclude the design process. With the green light, the by-right project is expected to begin construction in January 2018 with an April 2019 completion date, according to PHA’s timeline. "
Neighbors begin talks on future of Frankford Chocolate Factory,https://philly.curbed.com/2017/8/1/16075224/frankford-chocolate-factory-development-meeting-recap,article,"Meetings of the South of South Neighborhood Association (SOSNA) typically draw a small crowd, but last night more than 200 concerned and curious neighbors, preservationists, and developers attended SOSNA’s preliminary meeting to consider potential uses of the Frankford Chocolate Factory at 2101 Washington Avenue. SOSNA representatives led the discussions, together with local real estate consulting firm U3 Ventures, local architect Cecil Baker, and two representatives of the owner group, Jake Ketchem and Anthony Nguyen.The 2.5-acre property, which occupies an entire city block and borders Graduate Hospital and Point Breeze, has been vacant for the past decade and was most recently purchased in November 2015 for $7.8 million. Ketchem and his brother had been looking for a site to build a large-scale climbing gym in Philadelphia, before hearing about the rare opportunity to buy the Washington Avenue property. Ketchem purchased the building with other investors, and the group is currently exploring development options. That’s why it decided to host a series of preliminary meetings with the community. Composed of a collection of buildings of various heights, footprints, and ages, the main L-shaped structure in the center of the property was originally built in 1865 to house the Howell & Brothers wallpaper company. In later evolutions, it was used by the American Can Company, as a John Wanamaker warehouse, and finally from the 1970s until 2006, by the Frankford Candy and Chocolate Company. It went on to become the biggest chocolate bunny manufacturing site in the world.The site currently bears I-2 zoning, which classifies its permitted use as a medium industrial district. The general consensus at the meeting was that the zoning should be changed to reflect a use more suitable to what is now a predominantly residential area.With other developers taking interest in Washington Avenue, such as Bart Blatstein’s recent purchase and anticipated development of the northeast corner lot of South Broad Street and Washington Avenue, the future use of 2101 Washington Avenue has the potential to play a key role in the new character of this formerly industrial corridor.“Washington Avenue is a blank slate—what should Washington Avenue be?” architect Cecil Baker asked the attendees of yesterday’s SOSNA meeting. “This is a great opportunity,” Baker continued. “It offers the potential of being a transformational project. It not only builds on what you have, but offers an opportunity to lead a new direction.”After the meeting’s initial introductions, attendees were encouraged to describe how the site could be best used to serve the neighborhood. Among the ideas that were discussed included: Defined as “a meeting before the meeting before the meeting” by John Adler, co-chair of SOSNA’s zoning committee, yesterday’s meeting will be followed by two others in the coming months. The project team intends to present a proposal in September, followed by an additional zoning review with SOSNA and introduction of the newly proposed ordinance."
Blatstein officially buys South Broad and Washington corner for big development,https://philly.curbed.com/2017/7/31/16059926/bart-blatstein-purchases-1001-s-broad-development,article,"Last week, Bart Blatstein officially became the new owner of the northeast corner of South Broad Street and Washington Avenue, nearly giving him the go ahead to proceed with a big mixed-use development at 1001 S. Broad Street. Philadelphia Business Journal first reported that the developer settled a lawsuit with the owner, NH Philadelphia Properties, which had sued Blatstein in 2016 over his legal claim to the property. Although Blatstein did not own the northeast corner at the time, he had started the design, development, and zoning processes with the city to build a 195,000-square-foot mixed-use project on the site. A settlement was reached between the two parties, allowing Blatstein to close on the sale for an estimated $20 million. Two neighbors have filed an appeal regarding the developer’s zoning win, but Blatstein’s lawyer says he’s “confident we’ll overcome that.” Last year, prior to the lawsuit, the plans called for 944 apartments in a 32-story tower, plus a retail “village” located above a parking garage. According to the report, the plan now is to build 1,000 apartments and 160,000-square-feet of retail. There’s no construction timeline on the project as of yet. When it does break ground, it will be neighbors to another mixed-use, mid-rise development called Lincoln Square across the street. Lincoln Square has been on the rise since early 2017. "
Comcast Technology Center nearly 150 feet away from topping off,https://philly.curbed.com/2017/7/28/16055110/comcast-technology-center-topping-off,article,"With less than 200 feet to go, the 60-story Comcast Technology Center is so close to reaching the major construction milestone of topping off. “There are over 150 feet of structure remaining to be put into place,” John Gattuso, senior vice president and regional director for Liberty Property Trust, confirmed to Curbed Philly in an e-mail. “As work continues over the coming months, we will pinpoint a date for topping off.""Billy Penn first reported the news, saying that the $1.2 billion tower is three floors away from topping off. It comes just a couple of weeks after Comcast and Liberty Property Trust revealed new renderings and details about the Four Seasons Hotel, which will set up shop on the upper levels of the tower and is slated to be the tallest hotel in the country. At 1,121 feet, the Foster+Partners-designed tower will become the tallest building in Philadelphia, the state of Pennsylvania, and outside of New York and Chicago. It broke ground in 2014 and has been on the rise ever since. Barring a minor delay regarding a union strike earlier this summer, construction has moved along swiftly, although the original timeline called for a fall 2017 completion. Want to see the views from the tippy-top of the tower? Check out this video from Urban Engineers, and this panorama shot a few weeks ago by Philly by Drone."
Eastern Tower Community Center development to begin with funds secured,https://philly.curbed.com/2017/7/28/16055050/chinatown-eastern-tower-community-center-financing-groundbreaking,article,"This should be the year that Chinatown finally sees the Eastern Tower Community Center take shape at 10th and Vine.Governor Tom Wolf announced this week that with total financing secured for the $76 million project, development will begin on the 20-story tower. The project calls for 45,000 square feet of recreational space and retail on the first through fifth floors and 150 residential units on the upper levels. The tower has been in the works since 2011. The news was first reported by the Philadelphia Business Journal and comes after years of waiting for work to begin at the site as the Philadelphia Chinatown Development Corporation (PCDC) tried to secure financing for the project. In October 2016, after it received a $1.3 million state grant, the plan was to break ground by the end of that year and finish construction by late 2017. By February 2017, the site remained a parking lot. Now, with help from a $9 million New Markets Tax Credit (NMTC) financing transaction, total financing has been secured. General contractor Hunter Roberts has been given the green light to begin construction, and Curbed Philly is told that an official groundbreaking will be scheduled for September. The project’s goal is to bring a much-needed community center to the neighborhood that’s essentially been chopped up by the Vine Street Expressway and provide affordable housing for the Chinatown community. Said Wolf in a statement, “This project is exciting not only for its commercial and recreational offerings for families in that area, but it has the potential to help reconnect the Chinatown community that is split by the Vine Street Expressway.”"
New homes rising at site of Point Breeze homes destroyed in fire,https://philly.curbed.com/2017/7/27/16050044/point-breeze-fire-wharton-place-homes-for-sale,article,"A developer has wasted no time getting back to work after a fire destroyed four homes and damaged several others in a new Point Breeze development in May. Developer Ori Feibush told Billy Penn that his team is building 11 new homes at 20th and Wharton next to the site of where the fire occurred. The fire, which was ruled as arson, is still being investigated. Feibush, who has built dozens of properties in the rapidly developing Point Breeze neighborhood, is still offering $102,500 in reward money for anyone to come forward with information. The developer also pointed out that the fire caused actually caused a hike in housing prices in the neighborhood, likely the opposite of what the potential arsonist had in mind:“It’s had a very immediate impact on housing prices in the neighborhood, making them more expensive. Not less,” Feibush said. “The lack of supply this fire created ensured these homes are selling for $50 or $60K more since then.”The prices of homes at 20th and Wharton start at $625,000. Currently, one of the homes on the market is asking $635,000. It’s currently under construction and expected to deliver by the end of the year. "
Video: Watch Phillys skyline grow from 1900 to today,https://philly.curbed.com/2017/7/27/16049712/philadelphia-skyscraper-timeline-video,article,"With all this recent talk about Philly’s changing skyline—and its potential to keep on growing—a new video really puts it all into perspective. Using 3D images and a birds eye view of Philly’s Center City, commercial real estate website Commercial Cafe created a 2:34-minute video documenting the evolution of Philly’s skyline from 1900 to today, starting with its very first skyscraper, the North American Building at 121 S. Broad Street. It’s a really telling visual of Philly’s development history. What’s even more crazy to think about is that Philly’s skyline really started with Independence Hall, built in 1753. From there, it’s all been uphill. Fast forward next year, when the 60-story Comcast Technology Center debuts as the tallest building in Philadelphia and outside of New York and Chicago. Watch the video below, then take a look at our map to see what will be Philly’s 13 tallest buildings by 2020. "
New report reveals development potential of Phillys vacant industrial land,https://philly.curbed.com/2017/7/27/16036168/philadelphia-industrial-land-development-map,article,"Like most other major U.S. cities, Philadelphia’s need for more housing at all price points is growing day by day. A recent report found that the metro needs to add some 38,000 apartments by 2030 to meet its rising demand. Meanwhile, housing inventory of single-family homes in Philly is at an all-time low, causing housing prices to skyrocket and bidding wars to escalate. Meanwhile, Philly still has plenty of room to grow. But where? Look to the city’s large swaths of industrial land. That’s according to FixList Co., a Philly-based online company that provides real estate data for investment opportunities throughout the city. It recently came out with a report highlighting Philly’s industrial land (zoned industrial I-1, I-2, or I-3 classification)  how it’s currently being used, and its potential for redevelopment. FixList Co. found that 28 percent of land has been assigned a single-family category code by the Office of Property Assessment (OPA). A majority of the industrial land parcels can be found in the Northeast (think Port Richmond, Frankford, Kensington, etc). The area around Grays Ferry also made the top 10 the list. These are also the same zip codes where the most sales of industrial land parcels has occurred between 2008 and 2016. Some of this land has already been used to build residential, retail, and commercial developments. But much of it still remains vacant.This map shows zip codes with the highest parcel count of industrially zoned properties.FixList Co. argues that with the current state of Philadelphia’s housing market, now’s the time to invest in Philly’s vacant industrial land. Of all of the industrial land in West Kensington (19133), for example, 42 percent of it remains inactive or vacant. “Already, property assessment data suggests that more than half of the land with an industrial I-1, I-2, or I-3 base zoning classification is being used for residential purposes or is currently vacant, further suggesting a return to the manufacturing heydey of the mid-20th century is unlikely.”Here are the top five zip codes with the most sales between 2008 and 2016, and percentage of land that remains vacant. FixList Co.’s full breakdown can be found here. Editor’s note: A previous version of this article stated that the chart included the number of industrial parcels by zip code. It is the number of industrial parcels sold between 2008 and 2016, as well as the percentage of industrial land that remains vacant. "
An updated timeline of 10 exciting Schuylkill River Trail projects,https://philly.curbed.com/2016/1/21/10844788/schuylkill-river-trail-projects-timeline,article,"Editor's Note: This article was originally published in January 2016 and has since been updated with the most recent information. In January 2016, the Schuylkill River Development Corporation (SRDC) released its strategic plan for 2016-2020, and if there's one thing we pulled out of the 41-page document it's that the Schuylkill River trail is going to look very different in 10 years. The plan laid out nearly a dozen projects that are in the works along the river, from the $6.6 million Bartram's Mile, which has since opened, to the $4 billion 30th Street Station Master Plan in 2026.But a lot has changed since 2016. That $4 billion estimate for the 30th Street Station Master Plan is now up to $6.5 billion, for example.Fortunately, some of projects that are currently under construction have since received state funding, helping push them to the finish line. And there have even been some updates since May 2017, when we last updated this timeline: The SRDC now has more information to share on long-awaited projects like the South to Christian connection and the Schuylkill Crossing at Grays Ferry.Find out more about all of these projects and their projected completion dates below.
<!--
 (function() { var l = function() { new pym.Parent( 'curbed-schuylkill-river-timeline__graphic', 'https://apps.voxmedia.com/at/curbed-schuylkill-river-timeline/'); }; if(typeof(pym) === 'undefined') { var h = document.getElementsByTagName('head')[0], s = document.createElement('script'); s.type = 'text/javascript'; s.src = 'https://cdnjs.cloudflare.com/ajax/libs/pym/0.4.5/pym.js'; s.onload = l; h.appendChild(s); } else { l(); } })();
// -->
"
Demo work begins for Penns Landing capping project,https://philly.curbed.com/2017/7/25/16025406/penns-landing-capping-project-demolition-timeline,article,"Construction isn’t expected to begin on the capping of I-95 and Penn’s Landing for another three years, but demolition work is expected to begin this week on a series of rarely-used highway ramps. The Delaware River Waterfront Corporation (DRWC) told the Inquirer’s Inga Saffron that it will begin demolishing a series of scissor ramps between Market and Chestnut Streets on Wednesday in preparation of the capping project. Once the demo is complete in four months, it will be turned into its own park. Saffron wrote: The scissor ramps are just north of where the cap will eventually be built. Although work on the cover park is not expected to start before 2021, Forkin said his agency decided to remove the ramps now because they receive so little use — about 1,200 car trips a day. The 2.6-acre area occupied by the ramps is designated for mixed-use housing in the Central Delaware master plan, and the waterfront agency hopes to start marketing the site to developers once demolition is complete.Residents of the Pier 3 condos will be affected by the demolition since they use the ramps to drive in and out of their condo building. The demolition is the first physical sign of work at the future site of the Penn’s Landing capping and civic spaces project. The plan is to cap over the site with an 11-acre park, and bring 1,500 new housing units, 500 hotel rooms, and more than 100,000-square-feet of retail, restaurants, and entertainment to the site. In early June, DWRC announced that the total funding for the $225 million project had been secured. The design process, including permits and construction documents, is expected to wrap up by the end of 2019, while construction is expected to finish by 2021. "
FMC Tower nearly 100 percent leased with Brandywine on board,https://philly.curbed.com/2017/7/24/16019534/fmc-tower-brandywine-realty-trust-lease-university-city,article,"Brandywine Realty Trust, the developer responsible for a large chunk of University City’s building boom, is moving out of its headquarters in the ‘burbs and into the recently completed FMC Tower. The move from Radnor to University City is part of the developer’s continuing effort to invest in West Philly, Brandywine said in a statement. With Brandywine Realty signing on, FMC Tower is now 96 percent leased, a spokesperson confirmed to Curbed Philly. Just 38,518 square feet remains up for grabs. Already, the 49-story FMC Tower is home to a long list of tenants, such as FMC Corporation and the University of Pennsylvania. Meanwhile, AKA University City has opened its 268 luxury hotel units on the top floors of the tower. Brandywine Realty Trust is also embarking on another major multi-billion project nearby with Drexel University, which means the move is coming at an opportune time for the developer. Brandywine and Drexel are behind the multi-billion dollar Schuylkill Yards project, which recently received City Council approval and is expected to break ground this year. As part of its role in the project, Brandywine recently committed $5 million to a Neighborhood Engagement Initiative. The developer’s move is also on trend with suburban-based offices moving into Philadelphia. A recent JLL report on Philadelphia’s skyline pointed this out, stating “Suburban tenants are dipping their toes in the city, CBD companies are growing, and established firms are looking to differentiate in new or renovated spaces.”"
